0,0,0.20163237
0,6,0.19553672
0,4,0.15396933
0,5,0.14285445
0,1,0.13852504
0,7,0.13642503
0,3,0.13431801
0,2,0.12543647
1,6,0.20877813
1,4,0.19936693
1,7,0.1485893
1,2,0.13938664
1,5,0.12696755
1,0,0.10007528
1,1,0.07587834
1,3,0.07135478
2,5,0.17467657
2,6,0.17185064
2,1,0.16513593
2,4,0.15662159
2,7,0.1426015
2,2,0.14160532
2,0,0.12322047
2,3,0.1223199
3,6,0.2193082
3,4,0.15077938
3,5,0.13309433
3,7,0.13133954
3,0,0.11092576
3,1,0.10406286
3,2,0.10046126
3,3,0.09304337
4,2,0.1692677
4,7,0.15919314
4,6,0.15731215
4,5,0.14957501
4,4,0.14612229
4,1,0.124257386
4,0,0.11498162
4,3,0.09955134
5,7,0.23130994
5,6,0.22650798
5,5,0.19583961
5,4,0.1899676
5,2,0.16065887
5,1,0.15808572
5,0,0.14100844
5,3,0.10252645
6,1,0.42184982
6,0,0.13832526
6,7,0.12396731
6,3,0.123044856
6,5,0.10801856
6,6,0.10630133
6,2,0.10451409
6,4,0.07740502
7,6,0.27049
7,4,0.2182155
7,5,0.18506177
7,7,0.18115751
7,2,0.17446983
7,0,0.14463332
7,1,0.1319068
7,3,0.09089989
8,7,0.4434133
8,6,0.2704073
8,5,0.23044568
8,4,0.21263304
8,1,0.18480673
8,0,0.17005196
8,2,0.16890298
8,3,0.1043268
