0,23,0.473652
0,25,0.26114744
0,22,0.2593181
0,15,0.24028665
0,7,0.22026908
0,6,0.21311441
0,24,0.19637497
0,18,0.16591537
0,0,0.1625794
0,9,0.16054831
0,29,0.15773231
0,11,0.15185149
0,10,0.13723658
0,8,0.12692304
0,5,0.12479241
0,26,0.11577185
0,2,0.10617829
0,27,0.10544897
0,20,0.10203874
0,28,0.10185857
0,1,0.100689955
0,33,0.098737754
0,31,0.09578078
0,14,0.09349132
0,13,0.08508252
0,4,0.08038429
0,12,0.07699848
0,32,0.07056922
0,3,0.06844067
0,19,0.06474358
0,17,0.059497297
0,30,0.05929249
0,21,0.048269928
0,16,0.047953594
1,18,0.5115144
1,10,0.19630872
1,6,0.19240305
1,33,0.17882752
1,4,0.16620919
1,1,0.16194026
1,19,0.14968124
1,14,0.14860968
1,28,0.14117229
1,31,0.1368555
1,29,0.1306416
1,12,0.1271376
1,8,0.12333381
1,32,0.12304696
1,21,0.12055821
1,26,0.118342124
1,23,0.116492555
1,16,0.10736981
1,24,0.09974638
1,7,0.094490595
1,2,0.093244925
1,27,0.08946791
1,30,0.0888239
1,11,0.086280294
1,17,0.085841164
1,22,0.08274396
1,15,0.07967848
1,5,0.078862876
1,3,0.07727336
1,25,0.07393952
1,13,0.07129096
1,0,0.06656176
1,20,0.054194152
1,9,0.05219022
2,2,0.21396804
2,6,0.16945226
2,22,0.16013674
2,23,0.14643773
2,29,0.14210778
2,0,0.13754876
2,10,0.13715345
2,15,0.13548335
2,9,0.13527015
2,25,0.13187665
2,5,0.13164824
2,31,0.1255192
2,24,0.12270293
2,26,0.1090957
2,13,0.10821806
2,20,0.10476778
2,8,0.10439281
2,27,0.09963527
2,7,0.09715024
2,18,0.077242866
2,16,0.072061576
2,30,0.06989829
2,4,0.066231
2,19,0.06486091
2,21,0.06073304
2,14,0.060723405
2,33,0.059486996
2,1,0.057939675
2,28,0.05199569
2,11,0.046955872
2,32,0.045749784
2,12,0.04222623
2,3,0.034100708
2,17,0.024324037
3,28,0.3149547
3,12,0.17503671
3,33,0.16083172
3,4,0.1544048
